Year,Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl,MTkl%,Awards
2025,Zach Allen,28,DEN,DL,17,17,0,0,0,,0,,,0,,,0,0,1,7,32,6,7,50,38,5,11.6,"PB,AP-1"
2025,Aidan Hutchinson,25,DET,DE,17,17,1,2,0,0,0,,0,0,0,-5.5,0,0,1,15,20,2,14.5,50,54,6,10,"PB,AP-2,AP DPoY-5,AP CPoY-2"
2025,Osa Odighizuwa,27,DAL,DT,17,13,0,1,1,100,29,29,29,1,158.3,-1,-1,30,0,7,20,0,3.5,31,44,3,6.4,
2025,Jared Verse,25,LAR,OLB,17,17,0,9,7,77.8,59,8.4,6.6,0,94,-0.4,1,58,20,10,18,1,7.5,36,58,4,6.5,PB
2025,Chris Jones,31,KAN,DT,17,17,0,0,0,,0,,,0,,,0,0,0,7,18,1,7,32,29,3,9.4,PB
2025,Josh Hines-Allen,28,JAX,DE,17,17,0,4,4,100,25,6.3,6.3,0,92.7,1.8,7,18,6,20,17,3,8,46,49,9,15.5,
2025,Abdul Carter,22,NYG,OLB,17,6,0,3,2,66.7,54,27,18,0,109.7,4,12,42,32,12,17,0,4,34,43,2,4.4,AP DRoY-5
2025,Byron Young,27,LAR,OLB,17,17,0,16,13,81.3,134,10.3,8.4,0,101.6,2.2,21,113,20,10,17,0,12,40,82,3,3.5,PB
2025,Jalyx Hunt,24,PHI,OLB,17,9,3,9,3,33.3,8,2.7,0.9,0,2.8,-1.7,-12,20,12,5,17,0,6.5,29,52,4,7.1,
2025,Jihad Ward,31,TEN,OLB,17,12,0,7,6,85.7,33,5.5,4.7,1,125.9,0.3,-4,37,14,5,16,3,5,27,31,2,6.1,
2025,Dre'Mont Jones,28,2TM,OLB,18,17,0,5,4,80,23,5.8,4.6,0,85.8,-1.2,-6,29,10,4,16,1,7,28,43,0,0,
2025,George Karlaftis III,24,KAN,DE,16,15,0,3,2,66.7,17,8.5,5.7,0,81.2,-1.7,3,14,0,9,15,3,6,31,48,3,5.9,
2025,Myles Garrett,30,CLE,DE,17,17,0,0,0,,0,,,0,,,0,0,1,14,14,1,23,53,60,2,3.2,"PB,AP-1,AP DPoY-1"
2025,Brian Burns,27,NYG,OLB,17,17,0,14,12,85.7,56,4.7,4,0,83.3,-0.6,0,56,39,10,14,5,16.5,41,67,4,5.6,"PB,AP-2"
2025,Gregory Rousseau,25,BUF,DE,16,16,0,6,4,66.7,25,6.3,4.2,0,75,-2,-6,31,3,7,13,2,7,29,46,2,4.2,
2025,Micah Parsons,26,GNB,DL,14,13,0,3,1,33.3,6,6,2,0,42.4,-1.3,-4,10,3,22,12,0,12.5,48,41,3,6.8,"PB,AP-1,AP DPoY-3"
2025,DeMarcus Lawrence,33,SEA,LB,16,16,0,6,5,83.3,21,4.2,3.5,0,81.2,-1,-11,32,11,19,12,1,6,39,53,6,10.2,PB
2025,YaYa Diaby,26,TAM,OLB,17,17,0,10,10,100,79,7.9,7.9,0,99.6,-0.4,-4,83,23,13,12,1,7,32,50,5,9.1,
2025,Rashan Gary,28,GNB,DL,16,15,0,1,0,0,0,,0,0,39.6,-2,0,0,10,11,12,1,7.5,31,45,5,10,
2025,Leonard Williams,31,SEA,DT,17,17,0,3,2,66.7,6,3,2,0,70.1,-2,-2,8,0,8,12,1,7,29,62,7,10.1,"PB,AP-2"
2025,Jacob Martin,30,WAS,DE,17,14,0,6,3,50,28,9.3,4.7,0,63.2,2.3,11,17,6,7,12,0,5.5,26,39,4,9.3,
2025,Derick Hall,24,SEA,OLB,14,3,0,6,4,66.7,47,11.8,7.8,0,90.3,-0.2,9,38,3,7,12,1,2,21,30,7,18.9,
2025,Bryce Huff,27,SFO,DL,15,8,0,9,9,100,45,5,5,1,124.5,-2.1,-19,64,6,12,11,1,4,27,30,4,11.8,
2025,Maxx Crosby,28,LVR,DE,15,15,1,3,2,66.7,1,0.5,0.3,0,30.6,-4,-7,8,4,8,11,6,10,29,73,9,11,PB
2025,Joey Bosa,30,BUF,DE,15,15,0,2,1,50,8,8,4,0,60.4,1.5,4,4,0,8,11,3,5,24,29,6,17.1,
2025,Jaelan Phillips,26,2TM,DT,17,17,0,13,11,84.6,82,7.5,6.3,0,92.9,0.6,8,74,22,20,10,4,5,35,53,6,10.2,
2025,Donovan Ezeiruaku,22,DAL,DE,17,9,0,5,4,80,5,1.3,1,0,79.2,-3.4,-15,20,11,14,10,0,2,26,40,3,7,
2025,Nik Bonitto,26,DEN,OLB,17,16,0,7,5,71.4,22,4.4,3.1,0,74.7,3.1,7,15,27,12,10,1,14,39,46,4,8,"PB,AP DPoY-4"
2025,Nick Herbig,24,PIT,LB,15,6,1,7,5,71.4,43,8.6,6.1,0,47.6,0.4,5,38,40,11,10,0,7.5,29,30,6,16.7,
2025,T.J. Watt,31,PIT,LB,14,14,2,6,4,66.7,42,10.5,7,0,47.2,-2.5,-5,47,31,9,10,7,7,27,55,5,8.3,PB
2025,Tuli Tuipulotu,23,LAC,OLB,16,16,0,10,6,60,47,7.8,4.7,1,105,2.9,8,39,11,9,10,3,13,32,49,3,5.8,PB
2025,Odafe Oweh,27,2TM,OLB,17,4,0,4,1,25,5,5,1.3,0,39.6,2.3,-5,10,13,6,10,0,7.5,24,38,1,2.6,
2025,Mike Green,22,BAL,OLB,17,2,0,7,6,85.7,82,13.7,11.7,1,155.1,0.4,11,71,23,5,10,0,3.5,19,41,4,8.9,
2025,Travon Walker,25,JAX,DE,14,12,0,1,1,100,13,13,13,0,118.7,3,3,10,4,5,10,1,3.5,19,38,2,5,
2025,Bradley Chubb,29,MIA,LB/OLB,17,17,0,7,4,57.1,63,15.8,9,0,87.2,3.1,13,50,20,3,10,0,8.5,22,47,9,16.1,
2025,Will McDonald,26,NYJ,DE,15,14,0,1,1,100,7,7,7,0,95.8,0,0,7,2,2,10,0,8,20,30,8,21.1,
2025,Quinnen Williams,28,2TM,DT,15,15,1,2,2,100,13,6.5,6.5,0,54.2,0,0,13,0,14,9,0,2.5,26,53,7,11.7,PB
2025,Jeffery Simmons,28,TEN,DT,15,15,0,4,4,100,13,3.3,3.3,0,80.2,-3,-12,25,0,11,9,3,11,32,67,7,9.5,"PB,AP-1"
2025,Danielle Hunter,31,HOU,DE,17,17,0,3,2,66.7,11,5.5,3.7,0,72.9,0.3,6,5,1,9,9,1,15,34,54,4,6.9,AP-2
2025,DeForest Buckner,31,IND,DT,10,10,0,1,1,100,-6,-6,-6,0,79.2,-7,-7,1,2,7,9,0,4,20,47,2,4.1,
2025,Laiatu Latu,25,IND,DE,16,16,3,8,7,87.5,35,5,4.4,1,84.9,-1.6,-6,41,12,7,9,2,8.5,26,45,8,15.1,
2025,K'Lavon Chaisson,26,NWE,LB,16,10,0,3,2,66.7,15,7.5,5,0,78.5,4.3,7,8,16,6,9,1,7.5,23,31,4,11.4,
2025,Harold Landry,29,NWE,OLB,15,14,0,5,3,60,25,8.3,5,0,72.9,-0.8,3,22,13,5,9,0,8.5,23,49,1,2,
2025,Jalen Carter,24,PHI,DT,11,11,0,2,2,100,27,13.5,13.5,1,158.3,-1.5,-3,30,0,5,9,5,3,17,33,6,15.4,PB
2025,Alex Highsmith,28,PIT,LB,13,13,0,13,7,53.8,65,9.3,5,0,67.8,2.5,32,33,19,4,9,1,9.5,23,50,2,3.8,
2025,Christian Barmore,26,NWE,DT,17,16,0,0,0,,0,,,0,,,0,0,0,4,9,0,2,15,29,3,9.4,
2025,Will Anderson,24,HOU,DE,17,17,0,5,3,60,6,2,1.2,0,64.6,-2.2,-5,11,5,15,8,3,12,36,54,3,5.3,"PB,AP-1,AP DPoY-2"
2025,Jonathan Greenard,28,MIN,OLB,12,10,0,7,6,85.7,29,4.8,4.1,0,83.9,-2.4,-14,43,22,12,8,1,3,24,38,7,15.6,
2025,John Franklin-Myers,29,DEN,DL,16,15,0,2,0,0,0,,0,0,39.6,-1.5,0,0,0,7,8,0,7.5,23,25,2,7.4,
2025,Al-Quadin Muhammad,30,DET,DE,17,0,0,4,1,25,15,15,3.8,0,42.7,5.3,15,0,0,6,8,0,11,26,25,0,0,
2025,Devin Lloyd,27,JAX,LB,15,15,5,47,33,70.2,327,9.9,7,1,57.1,5.3,121,206,59,5,8,0,1.5,15,81,6,6.9,"PB,AP-2"
2025,Nathan Shepherd,32,NOR,DT,16,8,0,2,1,50,9,9,4.5,0,62.5,-3,-5,14,0,3,8,0,3,14,47,2,4.1,
2025,Calais Campbell,39,ARI,DL,17,17,0,0,0,,0,,,0,,,0,0,0,3,8,1,6.5,18,43,4,8.5,
2025,Nolan Smith,24,PHI,OLB,12,12,0,6,5,83.3,39,7.8,6.5,0,93.7,-0.2,6,33,16,3,8,0,3,14,31,4,11.4,
2025,Vita Vea,30,TAM,NT,17,17,0,2,0,0,0,,0,0,39.6,-3,0,0,0,2,8,1,4.5,15,34,4,10.5,
2025,Joseph Ossai,25,CIN,DE,14,9,0,9,9,100,82,9.1,9.1,2,144.2,0.8,7,75,4,10,7,0,5,22,43,10,18.9,
2025,Dante Fowler,31,DAL,DE,17,11,0,1,1,100,4,4,4,0,83.3,0,0,4,4,10,7,2,3,20,15,0,0,
2025,Josh Sweat,28,ARI,OLB,17,17,0,3,3,100,32,10.7,10.7,0,111.1,8,24,8,16,9,7,1,12,28,30,0,0,
2025,Braden Fiske,25,LAR,DE,17,16,0,1,1,100,0,0,0,0,79.2,-1,-1,1,0,8,7,0,3,18,30,4,11.8,
2025,Kyle Van Noy,34,BAL,OLB,15,13,1,6,3,50,25,8.3,4.2,0,21.5,4.3,5,20,10,8,7,2,2,17,20,2,9.1,
2025,Leonard Floyd,33,ATL,DE,15,15,0,1,1,100,15,15,15,0,118.7,-3,-3,18,9,8,7,1,3.5,19,19,3,13.6,
2025,James Houston,27,DAL,DE,17,0,0,0,0,,0,,,0,,,0,0,5,6,7,0,5.5,19,35,3,7.9,
2025,Charles Omenihu,28,KAN,DE,17,0,0,4,3,75,18,6,4.5,0,83.3,0.5,-3,21,0,5,7,0,3.5,16,28,2,6.7,
2025,Jonathan Allen,30,MIN,DL,17,17,0,1,1,100,-2,-2,-2,0,79.2,-2,-2,0,0,4,7,0,3.5,15,68,6,8.1,
2025,Dexter Lawrence,28,NYG,DL,17,17,1,0,0,,0,,,0,,,0,0,0,4,7,4,0.5,12,31,4,11.4,
2025,Thomas Booker,26,LVR,DT,17,13,0,1,1,100,2,2,2,1,118.7,-4,-4,6,0,2,7,5,0,9,44,2,4.3,
2025,Zaven Collins,26,ARI,OLB,17,9,0,8,8,100,78,9.8,9.8,0,107.3,3,24,54,21,2,7,0,1.5,11,40,4,9.1,
2025,Andrew Van Ginkel,30,MIN,OLB,12,11,1,26,16,61.5,165,10.3,6.3,0,63.8,5.4,30,135,50,1,7,5,7,16,54,4,6.9,
2025,Khalil Mack,34,LAC,OLB,12,11,0,4,3,75,12,4,3,0,77.1,1.8,10,2,7,11,6,0,5.5,23,32,4,11.1,
2025,Montez Sweat,29,CHI,DL,17,17,0,3,2,66.7,11,5.5,3.7,0,72.9,8.3,8,3,1,10,6,5,10,27,53,4,7,
2025,Dallas Turner,22,MIN,OLB,17,10,0,14,10,71.4,73,7.3,5.2,0,83.3,1.3,18,55,42,9,6,1,8,24,66,5,7,
2025,Moro Ojomo,24,PHI,DT,17,9,0,1,0,0,0,,0,0,39.6,0,0,0,0,9,6,1,6,21,38,2,5,
2025,Kaden Elliss,30,ATL,LB,17,17,1,67,44,65.7,361,8.2,5.4,4,92.9,3.9,65,296,98,8,6,1,3.5,18,107,7,6.1,
2025,Jonathon Cooper,27,DEN,OLB,17,17,0,9,5,55.6,26,5.2,2.9,0,60.9,-3,-15,41,34,8,6,1,8,25,50,4,7.4,
2025,Arden Key,29,TEN,OLB,12,9,0,3,3,100,10,3.3,3.3,0,80.6,-2,-6,16,4,7,6,0,4,18,22,1,4.3,
2025,Kingsley Enagbare,25,GNB,DL,17,3,0,3,3,100,17,5.7,5.7,0,90.3,0.7,2,15,2,6,6,0,2,15,39,6,13.3,
2025,Roy Robertson-Harris,32,NYG,DT,17,17,0,1,1,100,5,5,5,1,127.1,4,4,1,0,5,6,1,0,11,35,2,5.4,
2025,Nick Bolton,25,KAN,LB,17,17,1,85,67,78.8,592,8.8,7,4,106.5,3.5,164,428,91,4,6,1,1,11,154,14,8.3,
2025,DaQuan Jones,34,BUF,DT,12,12,1,1,1,100,18,18,18,0,79.2,-4,-4,22,0,4,6,1,3,13,22,1,4.3,
2025,Grover Stewart,32,IND,DT,17,17,1,3,2,66.7,3,1.5,1,0,30.6,-3.7,-3,6,0,3,6,3,0.5,10,55,7,11.3,
2025,Keeanu Benton,24,PIT,DT,17,17,0,1,1,100,18,18,18,0,118.7,2,2,16,0,3,6,1,5.5,15,51,5,8.9,
2025,Dennis Gardeck,31,JAX,OLB,17,8,0,17,14,82.4,136,9.7,8,0,100,3.6,29,107,20,3,6,1,2.5,12,48,1,2,
2025,Grady Jarrett,32,CHI,DL,14,4,0,1,1,100,5,5,5,0,87.5,-4,-4,9,1,3,6,2,1.5,11,39,1,2.5,
2025,A.J. Epenesa,27,BUF,DE,16,2,2,4,2,50,8,4,2,0,16.7,0.3,4,4,0,3,6,1,2.5,12,32,3,8.6,
2025,Malcolm Koonce,27,LVR,DE,17,3,0,2,2,100,11,5.5,5.5,0,89.6,-0.5,-1,12,3,3,6,0,4.5,14,30,2,6.3,
2025,JT Tuimoloau,22,IND,DE,13,0,0,0,0,,0,,,0,,,0,0,0,3,6,0,0,9,17,2,10.5,
2025,Kayvon Thibodeaux,25,NYG,OLB,10,10,0,1,1,100,5,5,5,0,87.5,5,5,0,5,2,6,1,2.5,11,25,6,19.4,
2025,Jowon Briggs,24,NYJ,DT,17,8,0,0,0,,0,,,0,,,0,0,0,1,6,0,4,11,38,4,9.5,
2025,Kwity Paye,27,IND,DE,17,16,0,5,4,80,49,12.3,9.8,0,107.5,-0.2,4,45,6,14,5,0,4,23,39,5,11.4,
2025,Gervon Dexter,24,CHI,DL,17,17,0,2,2,100,14,7,7,0,95.8,1.5,3,11,0,10,5,0,6,22,44,7,13.7,
2025,Uchenna Nwosu,29,SEA,LB,16,11,0,7,5,71.4,14,2.8,2,0,74.1,0.4,-16,30,17,8,5,2,7,23,35,3,7.9,
2025,Kobie Turner,26,LAR,DE,17,17,1,3,3,100,14,4.7,4.7,0,46.5,-2.7,-8,22,0,7,5,2,7,20,48,4,7.7,
2025,Cameron Jordan,36,NOR,DE,17,17,0,3,2,66.7,9,4.5,3,0,70.1,-1.3,2,7,7,6,5,2,10.5,22,47,1,2.1,
2025,Kenny Clark,30,DAL,DT,17,17,0,3,3,100,16,5.3,5.3,0,88.9,0,0,16,0,6,5,0,3,15,36,4,10,
2025,Jack Sawyer,23,PIT,OLB,17,1,2,9,7,77.8,127,18.1,14.1,1,116.2,10,70,57,7,5,5,3,1,11,34,4,10.5,
2025,Lukas Van Ness,24,GNB,DL,9,2,0,1,0,0,0,,0,0,39.6,0,0,0,0,5,5,0,1.5,12,19,0,0,
2025,Derrick Brown,27,CAR,DT,17,17,0,1,0,0,0,,0,0,39.6,-2,0,0,0,4,5,6,5,15,73,3,3.9,
2025,A'Shawn Robinson,30,CAR,DT,17,16,0,1,1,100,-5,-5,-5,0,79.2,-3,-3,-2,0,4,5,3,2.5,12,65,2,3,
2025,Ivan Pace,25,MIN,LB,17,6,0,15,10,66.7,80,8,5.3,0,79.9,2.9,32,48,34,3,5,0,1,9,62,8,11.4,
2025,Milton Williams,26,NWE,DT,12,12,0,2,1,50,8,8,4,0,60.4,-4,-4,12,0,3,5,1,3.5,12,29,2,6.5,
2025,Anfernee Jennings,28,NWE,LB,14,3,0,3,2,66.7,9,4.5,3,0,70.1,-4.3,-7,16,13,3,5,0,2,10,26,2,7.1,
2025,Trey Hendrickson,31,CIN,DE,7,7,0,0,0,,0,,,0,,,0,0,0,3,5,1,4,12,16,2,11.1,
2025,Quay Walker,25,GNB,LB,14,14,0,65,51,78.5,409,8,6.3,3,108.3,4.7,193,216,47,2,5,0,2.5,10,128,5,3.8,
2025,Derwin James,29,LAC,S,16,16,3,54,33,61.1,305,9.2,5.6,1,59.6,5.1,85,220,43,2,5,1,2,10,94,8,7.8,"PB,AP-2"
2025,Jonah Laulu,25,LVR,DT,17,15,0,5,4,80,12,3,2.4,0,79.2,0,-1,13,0,2,5,3,4,11,51,10,16.4,
2025,Ashton Gillotte,23,KAN,DE,17,2,1,1,1,100,34,34,34,0,79.2,-3,-3,37,0,2,5,0,1.5,10,38,2,5,
2025,Maliek Collins,30,CLE,DT,12,12,0,1,1,100,6,6,6,0,91.7,6,6,0,0,2,5,0,6.5,15,25,4,13.8,
2025,James Pearce,22,ATL,DE,17,3,0,9,3,33.3,43,14.3,4.8,0,49.8,-0.9,-15,58,26,11,4,3,10.5,27,26,1,3.7,AP DRoY-3
2025,Zaire Franklin,29,IND,LB,17,17,0,66,49,74.2,513,10.5,7.8,3,111.5,6.4,267,246,79,7,4,1,2,13,125,23,15.5,
2025,Myles Murphy,23,CIN,DE,17,10,0,1,1,100,28,28,28,0,118.7,-8,-8,36,0,7,4,2,5.5,17,52,5,8.8,
2025,Eric Wilson,31,MIN,LB,17,16,0,40,25,62.5,199,8,5,1,83.2,4,86,113,83,6,4,0,6.5,17,115,14,10.9,
2025,Bryan Bresee,24,NOR,DT,15,15,0,1,1,100,1,1,1,0,79.2,-5,-5,6,0,6,4,2,2.5,13,37,3,7.5,
2025,Sheldon Rankins,31,HOU,DT,17,17,0,4,4,100,-1,-0.3,-0.3,0,79.2,-2.8,-11,10,0,6,4,0,3,14,35,4,10.3,
2025,B.J. Hill,30,CIN,DT,17,17,0,3,2,66.7,22,11,7.3,0,88.2,-4.7,-10,32,0,5,4,0,4,13,66,1,1.5,
2025,Arnold Ebiketie,26,ATL,DE,17,3,0,2,2,100,0,0,0,0,79.2,-2,-4,4,16,5,4,0,2,11,36,3,7.7,
2025,Grant Delpit,27,CLE,S,17,16,1,57,38,66.7,421,11.1,7.4,2,92.8,5.6,168,253,45,4,4,0,3,11,89,7,7.3,
2025,D.J. Reader,31,DET,DL,17,17,0,0,0,,0,,,0,,,0,0,0,4,4,0,0,8,28,1,3.4,
2025,Tavius Robinson,26,BAL,OLB,10,7,0,3,3,100,30,10,10,0,108.3,-0.3,-1,31,3,4,4,0,4.5,13,28,3,9.7,
2025,Von Miller,36,WAS,LB,17,3,0,4,4,100,20,5,5,0,87.5,-2.8,-11,31,10,4,4,0,9,19,26,3,10.3,
2025,Micheal Clemons,28,NYJ,DL,16,6,0,0,0,,0,,,0,,,0,0,0,4,4,2,1,9,22,5,18.5,
2025,Roquan Smith,28,BAL,LB,15,15,0,67,47,70.1,400,8.5,6,2,95.4,4.4,177,223,56,3,4,0,0,7,130,11,7.8,PB
2025,SirVocea Dennis,25,TAM,LB,16,16,1,60,51,85,657,12.9,11,3,122,5,244,413,55,3,4,2,3,10,101,15,12.9,
2025,Dondrea Tillman,27,DEN,OLB,17,0,2,6,2,33.3,21,10.5,3.5,0,4.9,3.5,7,14,15,3,4,1,4,12,41,2,4.7,
2025,Justin Eboigbe,24,LAC,DL,17,1,0,0,0,,0,,,0,,,0,0,0,3,4,0,6,13,39,4,9.3,
2025,Sam Okuayinonu,27,SFO,DL,15,12,0,1,1,100,1,1,1,0,79.2,-5,-5,6,1,3,4,0,3,10,39,2,4.9,
2025,Jalon Walker,21,ATL,DE,15,9,0,9,8,88.9,79,9.9,8.8,1,140.3,2.4,29,50,24,3,4,0,5.5,13,36,1,2.7,
2025,Samson Ebukam,30,IND,DE,14,1,0,6,5,83.3,55,11,9.2,0,104.9,4.8,29,26,3,3,4,0,2,9,33,1,2.9,
2025,Keion White,26,SFO,DL,9,2,0,2,1,50,4,4,2,0,56.2,-4.5,-4,8,2,3,4,1,1.5,9,12,1,7.7,
2025,Devin White,27,LVR,LB,17,17,1,91,70,76.9,475,6.8,5.2,3,94.3,2.4,174,301,60,2,4,0,2.5,9,174,19,9.8,
2025,Bobby Wagner,35,WAS,MLB,17,17,2,57,36,63.2,436,12.1,7.6,3,89.5,3.2,107,329,51,2,4,0,4.5,11,162,7,4.1,
2025,Carson Schwesinger,22,CLE,LB,16,16,2,49,37,75.5,339,9.2,6.9,4,104,1.7,75,264,56,2,4,0,2.5,9,156,10,6,AP DRoY-1
2025,Tre'von Moehrig,26,CAR,S,16,16,1,56,44,78.6,333,7.6,5.9,1,90,4.1,151,182,41,2,4,0,3,9,103,6,5.5,
2025,Zach Sieler,30,MIA,DT,17,17,0,4,4,100,37,9.3,9.3,0,105.2,-4.3,-17,54,0,2,4,1,5.5,12,47,4,7.8,
2025,Daron Payne,28,WAS,DT,15,15,0,5,3,60,-4,-1.3,-0.8,0,64.6,-3.4,-15,11,0,2,4,5,3,9,46,9,16.4,
2025,Sebastian Joseph-Day,30,TEN,DE,17,10,0,0,0,,0,,,0,,,0,0,0,2,4,0,2,8,41,2,4.7,
2025,Andrew Billings,30,CHI,DL,17,14,0,0,0,,0,,,0,,,0,0,0,2,4,0,1,7,31,4,11.4,
2025,Preston Smith,33,WAS,DE,13,0,0,1,1,100,2,2,2,0,79.2,-2,-2,4,0,2,4,0,0.5,7,24,0,0,
2025,Cameron Sample,26,CIN,DE,14,2,0,3,3,100,14,4.7,4.7,1,125.7,-1.3,-4,18,0,2,4,0,2,8,17,2,10.5,
2025,Desjuan Johnson,26,LAR,DE,6,0,0,0,0,,0,,,0,,,0,0,0,2,4,0,2,8,12,0,0,
2025,Shemar James,21,DAL,LB,14,6,0,34,29,85.3,265,9.1,7.8,2,118.7,1.9,62,203,29,1,4,0,1.5,7,91,5,5.2,
2025,Tedarrell Slaton,28,CIN,DT,17,17,0,1,0,0,0,,0,0,39.6,0,0,0,0,1,4,0,3,8,52,3,5.5,
2025,Karl Brooks,25,GNB,DL,16,7,0,3,2,66.7,16,8,5.3,0,79.9,-3,-7,23,0,1,4,1,0.5,6,28,3,9.7,
2025,Chase Young,26,NOR,DE,12,12,0,1,1,100,4,4,4,0,83.3,-5,-5,9,6,15,3,4,10,30,38,3,7.3,
2025,Carl Granderson,29,NOR,DE,17,6,1,12,10,83.3,22,2.2,1.8,0,44.4,0.8,7,15,13,13,3,1,6,23,57,7,10.9,
2025,Boye Mafe,27,SEA,LB,17,4,0,4,4,100,37,9.3,9.3,0,105.2,-1.5,-6,43,9,12,3,3,2,17,31,2,6.1,
2025,Sam Williams,26,DAL,DE,17,5,0,3,2,66.7,37,18.5,12.3,0,109,-2.3,-5,42,4,11,3,2,1,15,37,5,11.9,
2025,Austin Booker,23,CHI,DL,10,9,0,0,0,,0,,,0,,,0,0,0,10,3,2,4.5,18,35,2,5.4,
2025,Byron Murphy,23,SEA,DT,17,17,0,1,1,100,-5,-5,-5,0,79.2,-6,-6,1,0,9,3,0,7,21,62,2,3.1,
2025,Cedric Johnson,23,CIN,DE,9,0,0,2,1,50,10,10,5,0,64.6,0,6,4,0,8,3,0,2,13,20,2,9.1,
2025,Alex Singleton,32,DEN,LB,16,16,0,70,54,77.1,629,11.6,9,4,122.9,5.7,285,344,55,7,3,0,1,11,135,12,8.2,
2025,Jermaine Johnson II,26,NYJ,LB,14,13,0,2,2,100,16,8,8,0,100,-1.5,-3,19,14,7,3,1,3,13,43,2,4.4,
